original_filename,new_filename
Pencil Writing.wav,3456.wav
Diving Bell 1.wav,3457.wav
barbacoa_electrica1.wav,3458.wav
carnival_parade_cologne_1.wav,3459.wav
Bathtub_with_Foam.wav,3460.wav
FlushToilet.wav,3461.wav
momoscas 1.wav,3462.wav
Long Fuzz.wav,3463.wav
Coins Moving in Jar.wav,3464.wav
big-machine-fan.wav,3465.wav
passenger train bells.wav,3466.wav
birmingham-aston-canal-extractor-fan-background.wav,3467.wav
outdoors street ambient noisy traffic.wav,3468.wav
next spring day in the polish forest - rear.wav,3469.wav
Wooden Floor Body Slams.wav,3470.wav
elevator sequence ambience door opens closes descends door opens.wav,3471.wav
EarlyMorningRain.wav,3472.wav
Broom_Bear_Street_Sweeper_Roadwork.wav,3473.wav
RoomTone.wav,3474.wav
traffic w scott.wav,3475.wav
WaterBottle.wav,3476.wav
Bubbles water.wav,3477.wav
Water drops.wav,3478.wav
butter_hot_egg_pan.wav,3479.wav
DoorSqueak.wav,3480.wav
button_drop.wav,3481.wav
Footsteps_Leaves_Walking.wav,3482.wav
SeaShell_02.wav,3483.wav
Subway-Moscow-013.wav,3484.wav
Int. Car Drive 2.wav,3485.wav
Ext-amb_park_late-fall_distant-gun-shot_Distant-Child-shouting.wav,3486.wav
Heavy rain and thunder in Oklahoma.wav,3487.wav
thaitrain.wav,3488.wav
"Cruiseship - outside, night.wav",3489.wav
stereo ambient indoors living room heavy traffic outside.wav,3490.wav
RNC - St. Paul - 2008-09-02 (normalized).wav,3491.wav
Juicer Shredding and Shutting Down.wav,3492.wav
Saas-Fee Hannig Field 03 100710.wav,3493.wav
Rain_Falling_On_Umbrella.wav,3494.wav
sparvagn-edit.wav,3495.wav
Shower Driping Fast to Slow.wav,3496.wav
Crunchy walk on pebbles.wav,3497.wav
Crowd Atmos.wav,3498.wav
SpringPeepersMarch2012.wav,3499.wav
Crinklng and opening packet of potato chips.wav,3500.wav
Crowd at a British wedding reception venue.wav,3501.wav
Under water sounds while scuba diving.wav,3502.wav
Rain recording.wav,3503.wav
Diesel Truck Idling Front.wav,3504.wav
luffy_earth5.wav,3505.wav
dissolvingEffervescentTablet.wav,3506.wav
Urban Snow Melt.wav,3507.wav
water dripping 2.wav,3508.wav
Drawer_handle_clap_OWI.wav,3509.wav
Footsteps on snow.wav,3510.wav
paper falling and crunching_1-2.wav,3511.wav
STE-018_lisbonbirds.wav,3512.wav
File clicking open.wav,3513.wav
Metallic  Gate.wav,3514.wav
foley footsteps - raw.wav,3515.wav
"traffic medium throaty cars trucks mopeds Havana, Cuba 2008.wav",3516.wav
light suburban ambiance.wav,3517.wav
Walking on gravel.wav,3518.wav
TOILET FLUSH 2.wav,3519.wav
Int. Car Drive 1.wav,3520.wav
nxSample002.wav,3521.wav
"Outdoors, Cars pass by.wav",3522.wav
medium clap.wav,3523.wav
Paper Blowing.wav,3524.wav
Train stop.wav,3525.wav
Metal_Gate_squeak_mono.wav,3526.wav
Jet over Rosemont Horizon Parking Lot.wav,3527.wav
living room tone  ambient distant noises neighbours.wav,3528.wav
Riverdream Water HGain.wav,3529.wav
lama2.wav,3530.wav
sharpie.wav,3531.wav
MOTOR_BOTE_OMAN.wav,3532.wav
night ambient crickets bugs white noise.wav,3533.wav
releasing_water_into_sink_and_draining.wav,3534.wav
Rain A. Sample Bank 2. 14-4-2010.wav,3535.wav
"Rain on awning, canopy.wav",3536.wav
rhythm of the falling drops.wav,3537.wav
07 storm - orage.wav,3538.wav
Remix of 101980__pyr0x__growl_variants.wav,3539.wav
Pasir Panjang Calm Ocean.wav,3540.wav
20070824.supper.wav,3541.wav
20080505_1309unlock_doors.wav,3542.wav
Blackbird tweet with waterfall background.wav,3543.wav
Tenerife_bazaar_2.wav,3544.wav
Chopping Celery.wav,3545.wav
creaking train.wav,3546.wav
Cruiseship - passenger library.wav,3547.wav
Elevator sounds.wav,3548.wav
Rain on Window.wav,3549.wav
08-Garage Opening-consolidated.wav,3550.wav
bands_and_motorbike.wav,3551.wav
forest_ambiance_chepachet_spring_night_2.wav,3552.wav
stream + ocean.wav,3553.wav
Harvard Square.wav,3554.wav
Grinder.wav,3555.wav
Night drive.wav,3556.wav
small_water_fall_in_the_woods_2.wav,3557.wav
Terminal2.wav,3558.wav
trumpet.wav,3559.wav
2 08 Br Lib 2 amb kids.wav,3560.wav
construction_rubber_mallet_01.wav,3561.wav
birds_long.wav,3562.wav
20070318.forest.00.wav,3563.wav
"traffic medium throaty downtown and people from balcony Havana, Cuba 2008.wav",3564.wav
20080226.serins.rbd.02.wav,3565.wav
OrchestraTuning1.wav,3566.wav
Barn_Door_Wind_001.wav,3567.wav
Train passing by in a rail station in Brussels (Schaerbeek).wav,3568.wav
Popcorn Popping.wav,3569.wav
Chrysalism.wav,3570.wav
schoolyard.wav,3571.wav
a flag is waving at the pole.wav,3572.wav
Surf and birds.wav,3573.wav
"a gentle breeze, wind 6.wav",3574.wav
Nature sounds close to garden.wav,3575.wav
Ambience birds.wav,3576.wav
Mass MoCA Bathroom Door.wav,3577.wav
amradiochanging.wav,3578.wav
Flipping Coin Can.wav,3579.wav
Burco Conveyer Toaster running.wav,3580.wav
Cooking rice.wav,3581.wav
noise interference.wav,3582.wav
Drilling into stone.wav,3583.wav
peopleTalks1.wav,3584.wav
Deshaciendo y alisando la bola de papel de aluminio.wav,3585.wav
gym machine 2.wav,3586.wav
Evening Atmosphere #2.wav,3587.wav
People talking while waiting the bus.wav,3588.wav
Rynek Warszaski.wav,3589.wav
snowSteps.wav,3590.wav
Tiergarten birds early morning.wav,3591.wav
Marrakech Walking.wav,3592.wav
viento.wav,3593.wav
BUS RIDE R.wav,3594.wav
Edit Radio .wav,3595.wav
Urban Covered Pathway.wav,3596.wav
Fountain .wav,3597.wav
Glass_rubbing_cups.wav,3598.wav
Leaf Blower.wav,3599.wav
Clock.Windup.Bell.Antique.wav,3600.wav
my kitchen sink talks to me.wav,3601.wav
crows_outdoors_northern87.wav,3602.wav
DAB RADIO FREAK OUT.wav,3603.wav
downpipe rain thunder.wav,3604.wav
Metal spoon on china plate.wav,3605.wav
Living Minute - Winter Thaw.wav,3606.wav
shower taking.wav,3607.wav
Stadium Wind.wav,3608.wav
Walking in Kitchen.wav,3609.wav
Fuente Cotino 2.wav,3610.wav
Glass bottles in and out of a basket.wav,3611.wav
Plastic Chips Wrapper.wav,3612.wav
Kitchen fan.wav,3613.wav
RemoteControl.Antique.Zenith.wav,3614.wav
Staircase walk 1.wav,3615.wav
Turning on Shower 2_1-2.wav,3616.wav
pencil sketch 2.wav,3617.wav
static obscured voices 570 kHz.wav,3618.wav
Wood-burning stove.wav,3619.wav
Street Ambient (Spain) .wav,3620.wav
French fries in the making.wav,3621.wav
WALK_outAndBack_snowDay_01.wav,3622.wav
Large Hiroshima Peace Bell.wav,3623.wav
"waiting for passengers at the airport, background.wav",3624.wav
Flint being struck.wav,3625.wav
kijjaz - Bangkok Rain and Thunder 01.wav,3626.wav
WS_20122 [8.3.09] nr drips mono uprocessed.wav,3627.wav
freight_train_1.wav,3628.wav
Fireplace.wav,3629.wav
buzzing stinging.wav,3630.wav
Water at Parika Stelling Guyana.wav,3631.wav
Household - Atmos - Wind Through Window.wav,3632.wav
20121014_boat_tour_01.wav,3633.wav
thespider.wav,3634.wav
Building Construction in Amsterdam Oost.wav,3635.wav
lackey070329_11_52_am_jackhammer.wav,3636.wav
small_waterfall.wav,3637.wav
street_ambience_day.wav,3638.wav
bologna_street1.wav,3639.wav
amolador_pan_pipe.wav,3640.wav
LoneCricketInFallBasement.wav,3641.wav
Sea sound-3.wav,3642.wav
SilverStarSearchAndRescue.wav,3643.wav
Avion.wav,3644.wav
"sea on the road, night, Rhodes.wav",3645.wav
indoors ambient room tone with clock ticking somewhere and occasional traffic and people jabbering.wav,3646.wav
laundry.machine.wav,3647.wav
PassingMotorCycles01.wav,3648.wav
Gazpoile_long.wav,3649.wav
freight_on_bridge.wav,3650.wav
can.wav,3651.wav
Waterfalls_00216.wav,3652.wav
girl playing violin at subway passage 0601_215735_1 XYmics.wav,3653.wav
squeaky_glass.wav,3654.wav
interrupt.wav,3655.wav
water_stream2.wav,3656.wav
Cracking and frying egg.wav,3657.wav
RadioFan.wav,3658.wav
Duck_quack_2_Sweden.wav,3659.wav
E-brake.wav,3660.wav
Grand Prix 2.wav,3661.wav
je_campuswalk.wav,3662.wav
tap water.wav,3663.wav
moucho-I.wav,3664.wav
Hunebed D27 Borger.wav,3665.wav
20070720.rbd.chicharras.02.wav,3666.wav
Opening and Closing Bolt Door.wav,3667.wav
Serving Water Quickly.wav,3668.wav
plasglass.wav,3669.wav
STE-039 trevi fountain at night.wav,3670.wav
Traffic.wav,3671.wav
train screech.wav,3672.wav
greece_melanes_cofee_1.wav,3673.wav
Blowing on Microphone.wav,3674.wav
20 bottles nt 2_10.wav,3675.wav
HammerDrill.wav,3676.wav
weird rapidbeat.wav,3677.wav
Ford Mustang Engine (1985).wav,3678.wav
15_Rain_Ocean_HeavierLighter_44_16.wav,3679.wav
Outside02.wav,3680.wav
20070819.fjord.beach.00.wav,3681.wav
crickets cicadas frogs.wav,3682.wav
Garbage Truck.wav,3683.wav
rios_barney_alta_fidelidad_avenida_ciudad_intermedia.wav,3684.wav
City Bus.wav,3685.wav
New Inn.wav,3686.wav
Acid_lake-Dallol.wav,3687.wav
Small watetfall.wav,3688.wav
CoffeeShopChatter.wav,3689.wav
Microwave Door Open Close .wav,3690.wav
little creek in the woods.wav,3691.wav
Blind Man Whistling.wav,3692.wav
bus pass.wav,3693.wav
Wood Floor.wav,3694.wav
Crickets in the night.wav,3695.wav
Seashore Atmos LW2.wav,3696.wav
Door handle squeaks.wav,3697.wav
FISCHER_ZOE-2016_2017_forest-walk.wav,3698.wav
herumwerkeln im Hintergrund_Holzschleifen.wav,3699.wav
sea_water_passing_through_pier_hole_01.wav,3700.wav
traffic and footsteps.wav,3701.wav
Fountain_1.wav,3702.wav
Foley pick up gun on wood 01.wav,3703.wav
metalic birds.wav,3704.wav
tin cans wind 1 - 16.1.11.wav,3705.wav
drain-water.wav,3706.wav
Shower and walk - front.wav,3707.wav
201106092013VauxsSwiftsSteigerwaldLakeNWR.wav,3708.wav
Hunebed D26 Drouwenerveld.wav,3709.wav
Rain Loop with Low-Cut Filter.wav,3710.wav
kids.wav,3711.wav
TrainDistantWhistleWithEchoDecember2015.wav,3712.wav
Room Tone Inside a Car.wav,3713.wav
Storm coming.wav,3714.wav
outdoors ambient windy wind leaves rustle hum.wav,3715.wav
bunker drip resonance 1.wav,3716.wav
WATER DRIPPING ECHO.wav,3717.wav
Walking On Dry Leaves Normalised.wav,3718.wav
heavy traffic with ambulance siren.wav,3719.wav
rain.gutter.wav,3720.wav
alpine bird under the rain.wav,3721.wav
HOSTEL WORKS 1.wav,3722.wav
Siren Milan.wav,3723.wav
BirdCallBackyard2016Long.wav,3724.wav
birds in dunes sunset NL 150510_06.wav,3725.wav
Light Wind.wav,3726.wav
Bath 01.wav,3727.wav
Heel walking 1A.wav,3728.wav
bird-chatter4.wav,3729.wav
Metra Train.wav,3730.wav
Traffic Ambient.wav,3731.wav
Sink and Water.wav,3732.wav
Train Horn.wav,3733.wav
creaky boxcars.wav,3734.wav
ELEVATOR CABIN (DOORS OPEN CLOSE).wav,3735.wav
Triumph start and idle.wav,3736.wav
Street sounds cars.wav,3737.wav
GlassPyrexMeasuringCupMugSlideTableDesk.wav,3738.wav
Mockingbird singing @ Alfama.wav,3739.wav
Large Splashes.wav,3740.wav
0208 Fountain_Parque_del_Peru.wav,3741.wav
rain.wav,3742.wav
The Big Circle.wav,3743.wav
crickets in the woods.wav,3744.wav
glenhaven_stream.wav,3745.wav
Wipers .wav,3746.wav
dogs_berlin.wav,3747.wav
April_2004_garden_birds01.wav,3748.wav
bar crowd.wav,3749.wav
20090412.bell.strikes.12.wav,3750.wav
ClinkingGlass.wav,3751.wav
Gentle Waves Peeling Left To Right 2.wav,3752.wav
silent street ambience tone.wav,3753.wav
creaky.wav,3754.wav
CarFerrySeaDogsPeople.wav,3755.wav
Ubud Crickets.wav,3756.wav
bellaromani.wav,3757.wav
CourtyardHome.wav,3758.wav
cup.wav,3759.wav
SuburbRain_Indoor.wav,3760.wav
hostpital-automatic-bed.wav,3761.wav
Pouring Into Glass.wav,3762.wav
SYnth_NoisesAX8.wav,3763.wav
sw_PoultryBarn_cs8049.wav,3764.wav
dripping taps.wav,3765.wav
night ambient crickets bugs white noise occasional cough.wav,3766.wav
Regent&#39;s conversation.wav,3767.wav
Garden ambience.wav,3768.wav
Morning Ride 2.wav,3769.wav
27 hn_birdspecking.wav,3770.wav
belgian_brook.wav,3771.wav
je_PittsPhipps.wav,3772.wav
Footsteps on Rocky Terrain.wav,3773.wav
Hang Man&#39;s Rope.wav,3774.wav
fireworks scare birds 150828_0743.wav,3775.wav
"Residential kitchen roomtone, refrigerator fridge hum.wav",3776.wav
Faucet Running.wav,3777.wav
THE_RATT21_1.wav,3778.wav
FlyingOnAPlane.wav,3779.wav
tornado day 1.wav,3780.wav
Sonido de fondo y trafico.wav,3781.wav
birds chirping 03 short.wav,3782.wav
kite_seaside.wav,3783.wav
watertunnel.wav,3784.wav
STE-002-dishes_lisbon_restaurant.wav,3785.wav
13gotasb.wav,3786.wav
Page turns and book close_open.wav,3787.wav
mall  loud voices.wav,3788.wav
"Koeien, R4 en riet Lichterveldestraat.wav",3789.wav
Glass Dishes.wav,3790.wav
080902_05_cicada_night_road.wav,3791.wav
110422_village_dusk.wav,3792.wav
at the edge of the forest.wav,3793.wav
crossing the river.wav,3794.wav
Bounce-MagnetAndNail.wav,3795.wav
spooky compressor.wav,3796.wav
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,3797.wav
bolivar_stan_playing.wav,3798.wav
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_04.wav,3799.wav
Backyard Birds-001.wav,3800.wav
R05_0345.wav,3801.wav
Metal_clang.wav,3802.wav
Large Warehouse_Factory Ambience.wav,3803.wav
Waves on the bay.wav,3804.wav
Rushing_water+wind-Rec_Samsung_HMX-F80_Camcorder.wav,3805.wav
Construction 2.wav,3806.wav
street works_pressure_low rumble.wav,3807.wav
2013-03-28 rain in the rainforest.wav,3808.wav
Bukit_Dinding_rainforest_jungle_01.wav,3809.wav
Plane Over Traffic.wav,3810.wav
Ambience in Sugadh (ESI institute) in Gujrat.wav,3811.wav
RG Railing Ring.wav,3812.wav
Otari Walk.wav,3813.wav
AMBIENCE- night time crickets insects wild sound (SFX).wav,3814.wav
Texas Coastal Freeway.wav,3815.wav
Backyard nature.wav,3816.wav
20091212.motorcycle.wav,3817.wav
Shaking and dragging of jar with stones.wav,3818.wav
Budds Landing Maryland Night 1.wav,3819.wav
basement-stairs.wav,3820.wav
Lluvia 1.wav,3821.wav
drip rhythm1.wav,3822.wav
trains.wav,3823.wav
Storm Ambience.wav,3824.wav
Japan_Tokyo_Shinjuku_Street_Promoter_Yelling_City.wav,3825.wav
wood1.wav,3826.wav
metal-bell-percussion.wav,3827.wav
Shinkansen-announcement-3.wav,3828.wav
Train Pass Koln.wav,3829.wav
Outdoor nature sounds.wav,3830.wav
walking-gravel.wav,3831.wav
grifo goteando.wav,3832.wav
in_cafe_4.wav,3833.wav
wooden sliding door.wav,3834.wav
Door Creaking 01.wav,3835.wav
SonicSnap_GPSUK_Cockerel.wav,3836.wav
River far 1.wav,3837.wav
CONTACT MIC BOILING WATER 01.wav,3838.wav
Birds-sleeves-amb.wav,3839.wav
life of pipe.wav,3840.wav
Cars crossing in Rain.wav,3841.wav
julies media.wav,3842.wav
Walking along Highway.wav,3843.wav
NY subway.wav,3844.wav
KC0895T2.wav,3845.wav
Diesel train passing.wav,3846.wav
Close Cracking Thunder.wav,3847.wav
Hallway Room Tone with shower in background.wav,3848.wav
Fergus Whining.wav,3849.wav
Wind moaning through gap in door.wav,3850.wav
Spanish pinball machine in bar.wav,3851.wav
boy becomes seagull 20.3.11.wav,3852.wav
Gentle rain outside balcony street noise.wav,3853.wav
"Collingwood bees, bumble bees.wav",3854.wav
AMB_earlymorning_palmovka.wav,3855.wav
20110423_heavy.rain.wav,3856.wav
woodsbirds.wav,3857.wav
Ambience Urban park fountain early evening.wav,3858.wav
160717 HSN fishing boat passing by.wav,3859.wav
MicrowaveHum_Stereo_bip.wav,3860.wav
Steam Train Coming Into the Station.wav,3861.wav
country highway ambience1.wav,3862.wav
arriving_montpellier_by_train.wav,3863.wav
20070128.turbine.wav,3864.wav
bird.wav,3865.wav
turning pages book slow quickly.wav,3866.wav
Boiling a cup of water.wav,3867.wav
"Creaky wooden steps, down and up.wav",3868.wav
Strong wind in trees.wav,3869.wav
SpringWoodsWarblersPlusDistantGeeseMay52013.wav,3870.wav
Japanese Train Haruka Express.wav,3871.wav
Downtown Montreal.wav,3872.wav
Squeeky.wav,3873.wav
20061121.pine.forest.wav,3874.wav
Night Frogs.wav,3875.wav
Movements in the Water.wav,3876.wav
London Overground train (interior) approaches Victoria Station.wav,3877.wav
footsteps 3.wav,3878.wav
AlleyWater.wav,3879.wav
Dogs barking from barn in distance in the morning.wav,3880.wav
Sliding doors.wav,3881.wav
SamyeLing_Drain121102.wav,3882.wav
crowdfree.wav,3883.wav
BathFill.wav,3884.wav
Rain_thunder-20120406-154324.wav,3885.wav
Plaza_de_la_Revolucion_risa.wav,3886.wav
Water dripping.wav,3887.wav
"Queen Street Mill, loom running then stops.wav",3888.wav
bird_in_rain.wav,3889.wav
R09_0005 bird ambience.wav,3890.wav
Sea Atmosphere.wav,3891.wav
Spotted Owl2.wav,3892.wav
20140223 - Bangkok city sounds.wav,3893.wav
tornado day 4.wav,3894.wav
Shanghai Traffic Near Peoples Square.wav,3895.wav
night in the countryside.wav,3896.wav
bandung-taxiradio-1.wav,3897.wav
Outside01.wav,3898.wav
door-squeak-rattle.wav,3899.wav
Hanoi streets.wav,3900.wav
Appartment_Ambient_AC_TV_Fans.wav,3901.wav
STE-027-edit.wav,3902.wav
130915 - Exterior-Hard Rain - Door - Thunder - Metal Lawn Furniture.wav,3903.wav
down stars running 3.wav,3904.wav
20160820_saluzzo.arcade.04.wav,3905.wav
Wind and Rain.wav,3906.wav
Footsteps Gravel Trainers Running 96Hz 24 Bit.wav,3907.wav
20100422.waterfall.birds.wav,3908.wav
Sepang Beach 04.wav,3909.wav
Machetes hit 2.wav,3910.wav
"09-07-14_2338_Foz, fisherman next to the river.wav",3911.wav
latenighttraffic.wav,3912.wav
Garage Ambient 32 Bits 48 Khz.wav,3913.wav
Flowing traffic in the outer ring of Milan 2.wav,3914.wav
Slow Windchimes.wav,3915.wav
"Wind Chimes On Town Square, Germany.wav",3916.wav
saturday_ambiance.wav,3917.wav
Roadside.wav,3918.wav
"VCR,rewind,opendoor.wav",3919.wav
Walking on pebble beach.wav,3920.wav
Fountain Trompenburg 090928.wav,3921.wav
Birds of Klein Profijt.wav,3922.wav
door.of.bar.raining2.wav,3923.wav
City forest.wav,3924.wav
stairwell door slam.wav,3925.wav
20060426.marsh.crikets.day.stereo.02.wav,3926.wav
A creek in a forest.wav,3927.wav
WS Opening-ClosingDoor(BSROF).wav,3928.wav
murmur_on_ferry_3.wav,3929.wav
20101205.02.night.dog.n.car.wav,3930.wav
20070325.windy.forest.stereo.02.wav,3931.wav
bird-twitter-car.wav,3932.wav
080809_05_FontanaKoblerov.wav,3933.wav
ResidentialFallNight_crickets.wav,3934.wav
growling thunder.wav,3935.wav
Traffic and pedestrians.wav,3936.wav
FR.BirdChatAmbience.26.wav,3937.wav
